Gene stable ID	Transcript stable ID	Cleavage site (Signalp)	Cleavage site (Signalp) start	Cleavage site (Signalp) end
ENSMUSG00000094800	ENSMUST00000184272	SignalP-noTM	1	19
ENSMUSG00000031673	ENSMUST00000075190	SignalP-noTM	1	22
ENSMUSG00000026822	ENSMUST00000050785	SignalP-noTM	1	20
ENSMUSG00000045362	ENSMUST00000055723	SignalP-noTM	1	19
ENSMUSG00000020581	ENSMUST00000020898	SignalP-noTM	1	20
ENSMUSG00000040896	ENSMUST00000098761	SignalP-noTM	1	16
ENSMUSG00000040896	ENSMUST00000118360	SignalP-noTM	1	16
ENSMUSG00000040896	ENSMUST00000079169	SignalP-noTM	1	16
ENSMUSG00000029380	ENSMUST00000031327	SignalP-noTM	1	24
ENSMUSG00000022969	ENSMUST00000023691	SignalP-noTM	1	21
ENSMUSG00000020044	ENSMUST00000020234	SignalP-noTM	1	23
ENSMUSG00000021795	ENSMUST00000077136	SignalP-noTM	1	19
ENSMUSG00000074715	ENSMUST00000099241	SignalP-noTM	1	22
ENSMUSG00000022971	ENSMUST00000023693	SignalP-noTM	1	21
ENSMUSG00000022971	ENSMUST00000117836	SignalP-noTM	1	21
ENSMUSG00000022971	ENSMUST00000089042	SignalP-noTM	1	21
ENSMUSG00000039047	ENSMUST00000159899	SignalP-noTM	1	27
ENSMUSG00000039047	ENSMUST00000045029	SignalP-noTM	1	27
ENSMUSG00000027878	ENSMUST00000079812	SignalP-noTM	1	25
ENSMUSG00000026442	ENSMUST00000094569	SignalP-noTM	1	24
ENSMUSG00000026442	ENSMUST00000043189	SignalP-noTM	1	24
ENSMUSG00000026442	ENSMUST00000187861	SignalP-noTM	1	24
ENSMUSG00000026442	ENSMUST00000163770	SignalP-noTM	1	24
ENSMUSG00000026442	ENSMUST00000188307	SignalP-noTM	1	24
ENSMUSG00000002014	ENSMUST00000002090	SignalP-noTM	1	24
ENSMUSG00000002014	ENSMUST00000166518	SignalP-noTM	1	23
ENSMUSG00000079440	ENSMUST00000113270	SignalP-noTM	1	20
ENSMUSG00000045471	ENSMUST00000107360	SignalP-noTM	1	32
ENSMUSG00000045471	ENSMUST00000055083	SignalP-noTM	1	32
ENSMUSG00000033061	ENSMUST00000039534	SignalP-noTM	1	29
ENSMUSG00000040522	ENSMUST00000112170	SignalP-noTM	1	23
ENSMUSG00000040522	ENSMUST00000133722	SignalP-noTM	1	20
ENSMUSG00000040522	ENSMUST00000049023	SignalP-noTM	1	23
ENSMUSG00000020428	ENSMUST00000020703	SignalP-noTM	1	19
ENSMUSG00000020428	ENSMUST00000155218	SignalP-noTM	1	19
ENSMUSG00000026424	ENSMUST00000027682	SignalP-noTM	1	24
ENSMUSG00000043243	ENSMUST00000125339	SignalP-noTM	1	17
ENSMUSG00000000532	ENSMUST00000000544	SignalP-noTM	1	26
ENSMUSG00000036564	ENSMUST00000041318	SignalP-noTM	1	22
ENSMUSG00000005533	ENSMUST00000005671	SignalP-noTM	1	30
ENSMUSG00000032572	ENSMUST00000121963	SignalP-noTM	1	22
ENSMUSG00000097187	ENSMUST00000181711	SignalP-noTM	1	15
ENSMUSG00000020447	ENSMUST00000004505	SignalP-noTM	1	20
ENSMUSG00000027995	ENSMUST00000029623	SignalP-noTM	1	24
ENSMUSG00000034275	ENSMUST00000214357	SignalP-noTM	1	17
ENSMUSG00000034275	ENSMUST00000115247	SignalP-noTM	1	17
ENSMUSG00000034275	ENSMUST00000133213	SignalP-noTM	1	17
ENSMUSG00000025213	ENSMUST00000111948	SignalP-noTM	1	37
ENSMUSG00000025213	ENSMUST00000026234	SignalP-noTM	1	37
ENSMUSG00000030495	ENSMUST00000146959	SignalP-noTM	1	21
ENSMUSG00000009376	ENSMUST00000115443	SignalP-noTM	1	24
ENSMUSG00000009376	ENSMUST00000140070	SignalP-noTM	1	24
ENSMUSG00000009376	ENSMUST00000115442	SignalP-noTM	1	24
ENSMUSG00000009376	ENSMUST00000080469	SignalP-noTM	1	24
ENSMUSG00000073421	ENSMUST00000040828	SignalP-noTM	1	27
ENSMUSG00000001802	ENSMUST00000122409	SignalP-noTM	1	35
ENSMUSG00000001802	ENSMUST00000118444	SignalP-noTM	1	35
ENSMUSG00000071005	ENSMUST00000102957	SignalP-noTM	1	25
ENSMUSG00000071005	ENSMUST00000140546	SignalP-noTM	1	25
ENSMUSG00000069132	ENSMUST00000102945	SignalP-noTM	1	22
ENSMUSG00000023224	ENSMUST00000023994	SignalP-noTM	1	22
ENSMUSG00000023224	ENSMUST00000111641	SignalP-noTM	1	22
ENSMUSG00000094686	ENSMUST00000095114	SignalP-noTM	1	23
ENSMUSG00000031538	ENSMUST00000033941	SignalP-noTM	1	17
ENSMUSG00000036117	ENSMUST00000048605	SignalP-noTM	1	20
ENSMUSG00000091651	ENSMUST00000170402	SignalP-noTM	1	18
ENSMUSG00000053852	ENSMUST00000154818	SignalP-noTM	1	26
ENSMUSG00000054885	ENSMUST00000107984	SignalP-noTM	1	16
ENSMUSG00000054885	ENSMUST00000068158	SignalP-noTM	1	16
ENSMUSG00000031841	ENSMUST00000117160	SignalP-noTM	1	21
ENSMUSG00000022769	ENSMUST00000023453	SignalP-noTM	1	28
ENSMUSG00000028463	ENSMUST00000030183	SignalP-noTM	1	31
ENSMUSG00000043760	ENSMUST00000088448	SignalP-noTM	1	18
ENSMUSG00000038570	ENSMUST00000207693	SignalP-noTM	1	20
ENSMUSG00000017747	ENSMUST00000017891	SignalP-noTM	1	18
ENSMUSG00000017747	ENSMUST00000139341	SignalP-noTM	1	18
ENSMUSG00000013236	ENSMUST00000223859	SignalP-noTM	1	29
ENSMUSG00000013236	ENSMUST00000086828	SignalP-noTM	1	29
ENSMUSG00000013236	ENSMUST00000067538	SignalP-noTM	1	29
ENSMUSG00000013236	ENSMUST00000223742	SignalP-noTM	1	29
ENSMUSG00000032593	ENSMUST00000085060	SignalP-noTM	1	19
ENSMUSG00000015354	ENSMUST00000015498	SignalP-noTM	1	22
ENSMUSG00000035513	ENSMUST00000048455	SignalP-noTM	1	17
ENSMUSG00000035513	ENSMUST00000102873	SignalP-noTM	1	17
ENSMUSG00000035513	ENSMUST00000091153	SignalP-noTM	1	17
ENSMUSG00000035513	ENSMUST00000071201	SignalP-noTM	1	17
ENSMUSG00000035513	ENSMUST00000177689	SignalP-noTM	1	17
ENSMUSG00000061388	ENSMUST00000072539	SignalP-noTM	1	15
ENSMUSG00000061388	ENSMUST00000113279	SignalP-noTM	1	15
ENSMUSG00000061388	ENSMUST00000101057	SignalP-noTM	1	15
ENSMUSG00000061388	ENSMUST00000197301	SignalP-noTM	1	15
ENSMUSG00000003526	ENSMUST00000139861	SignalP-noTM	1	18
ENSMUSG00000003526	ENSMUST00000003620	SignalP-noTM	1	18
ENSMUSG00000019899	ENSMUST00000092639	SignalP-noTM	1	19
ENSMUSG00000019899	ENSMUST00000189575	SignalP-noTM	1	19
ENSMUSG00000028865	ENSMUST00000105910	SignalP-noTM	1	29
ENSMUSG00000007653	ENSMUST00000007797	SignalP-noTM	1	24
ENSMUSG00000007653	ENSMUST00000192403	SignalP-noTM	1	24
ENSMUSG00000021072	ENSMUST00000021471	SignalP-noTM	1	26
ENSMUSG00000031293	ENSMUST00000033650	SignalP-noTM	1	21
ENSMUSG00000033767	ENSMUST00000191758	SignalP-noTM	1	40
ENSMUSG00000033767	ENSMUST00000192095	SignalP-noTM	1	40
ENSMUSG00000033767	ENSMUST00000052342	SignalP-noTM	1	40
ENSMUSG00000005892	ENSMUST00000006046	SignalP-noTM	1	24
ENSMUSG00000031871	ENSMUST00000034339	SignalP-noTM	1	24
ENSMUSG00000051279	ENSMUST00000057613	SignalP-noTM	1	22
ENSMUSG00000006235	ENSMUST00000006397	SignalP-noTM	1	25
ENSMUSG00000030963	ENSMUST00000209095	SignalP-noTM	1	23
ENSMUSG00000030963	ENSMUST00000033263	SignalP-noTM	1	23
ENSMUSG00000030963	ENSMUST00000207460	SignalP-noTM	1	23
ENSMUSG00000030963	ENSMUST00000207261	SignalP-noTM	1	23
ENSMUSG00000042436	ENSMUST00000064783	SignalP-noTM	1	22
ENSMUSG00000042436	ENSMUST00000040522	SignalP-noTM	1	22
ENSMUSG00000030827	ENSMUST00000033099	SignalP-TM	1	29
ENSMUSG00000078681	ENSMUST00000143508	SignalP-noTM	1	29
ENSMUSG00000038497	ENSMUST00000045229	SignalP-noTM	1	23
ENSMUSG00000022175	ENSMUST00000022782	SignalP-noTM	1	17
ENSMUSG00000024120	ENSMUST00000112308	SignalP-noTM	1	16
ENSMUSG00000044860	ENSMUST00000076730	SignalP-noTM	1	19
ENSMUSG00000028673	ENSMUST00000030434	SignalP-noTM	1	15
ENSMUSG00000021427	ENSMUST00000225246	SignalP-noTM	1	21
ENSMUSG00000021427	ENSMUST00000225319	SignalP-noTM	1	21
ENSMUSG00000021427	ENSMUST00000021864	SignalP-noTM	1	21
ENSMUSG00000020000	ENSMUST00000095784	SignalP-noTM	1	18
ENSMUSG00000023232	ENSMUST00000105996	SignalP-TM	1	19
ENSMUSG00000022667	ENSMUST00000057488	SignalP-noTM	1	25
ENSMUSG00000032537	ENSMUST00000035129	SignalP-noTM	1	17
ENSMUSG00000032537	ENSMUST00000085169	SignalP-noTM	1	17
ENSMUSG00000032537	ENSMUST00000149800	SignalP-noTM	1	17
ENSMUSG00000079105	ENSMUST00000110689	SignalP-noTM	1	22
ENSMUSG00000044287	ENSMUST00000060167	SignalP-noTM	1	32
ENSMUSG00000044287	ENSMUST00000118920	SignalP-noTM	1	32
ENSMUSG00000091491	ENSMUST00000168710	SignalP-noTM	1	21
ENSMUSG00000061584	ENSMUST00000078307	SignalP-noTM	1	19
ENSMUSG00000017195	ENSMUST00000017339	SignalP-noTM	1	19
ENSMUSG00000017195	ENSMUST00000107513	SignalP-noTM	1	16
ENSMUSG00000017195	ENSMUST00000081033	SignalP-noTM	1	19
ENSMUSG00000110439	ENSMUST00000211875	SignalP-noTM	1	19
ENSMUSG00000040987	ENSMUST00000228493	SignalP-noTM	1	29
ENSMUSG00000040987	ENSMUST00000227379	SignalP-noTM	1	29
ENSMUSG00000040987	ENSMUST00000072386	SignalP-noTM	1	29
ENSMUSG00000040987	ENSMUST00000072415	SignalP-noTM	1	29
ENSMUSG00000096717	ENSMUST00000170424	SignalP-noTM	1	19
ENSMUSG00000033595	ENSMUST00000047331	SignalP-noTM	1	30
ENSMUSG00000033595	ENSMUST00000226548	SignalP-noTM	1	30
ENSMUSG00000005540	ENSMUST00000207635	SignalP-noTM	1	24
ENSMUSG00000042737	ENSMUST00000107462	SignalP-TM	1	19
ENSMUSG00000042737	ENSMUST00000040824	SignalP-TM	1	19
ENSMUSG00000047497	ENSMUST00000061318	SignalP-noTM	1	27
ENSMUSG00000026085	ENSMUST00000027254	SignalP-noTM	1	19
ENSMUSG00000026085	ENSMUST00000114894	SignalP-noTM	1	19
ENSMUSG00000002204	ENSMUST00000002274	SignalP-noTM	1	21
ENSMUSG00000089873	ENSMUST00000072678	SignalP-noTM	1	18
ENSMUSG00000089873	ENSMUST00000098042	SignalP-noTM	1	18
ENSMUSG00000096606	ENSMUST00000178124	SignalP-noTM	1	30
ENSMUSG00000070577	ENSMUST00000105698	SignalP-TM	1	18
ENSMUSG00000064158	ENSMUST00000033100	SignalP-noTM	1	21
ENSMUSG00000053030	ENSMUST00000120429	SignalP-noTM	1	16
ENSMUSG00000053030	ENSMUST00000065216	SignalP-noTM	1	16
ENSMUSG00000030329	ENSMUST00000032479	SignalP-noTM	1	27
ENSMUSG00000030329	ENSMUST00000162000	SignalP-noTM	1	27
ENSMUSG00000030329	ENSMUST00000159391	SignalP-noTM	1	27
ENSMUSG00000030329	ENSMUST00000162170	SignalP-noTM	1	27
ENSMUSG00000030329	ENSMUST00000160704	SignalP-noTM	1	27
ENSMUSG00000030329	ENSMUST00000161292	SignalP-noTM	1	27
ENSMUSG00000029541	ENSMUST00000031521	SignalP-noTM	1	23
ENSMUSG00000021732	ENSMUST00000022246	SignalP-noTM	1	38
ENSMUSG00000062082	ENSMUST00000176819	SignalP-noTM	1	25
ENSMUSG00000062082	ENSMUST00000114626	SignalP-noTM	1	25
ENSMUSG00000023973	ENSMUST00000059844	SignalP-noTM	1	26
ENSMUSG00000023973	ENSMUST00000121671	SignalP-noTM	1	26
ENSMUSG00000048582	ENSMUST00000061614	SignalP-TM	1	41
ENSMUSG00000020368	ENSMUST00000020637	SignalP-noTM	1	20
ENSMUSG00000020368	ENSMUST00000179865	SignalP-noTM	1	20
ENSMUSG00000026668	ENSMUST00000115010	SignalP-noTM	1	27
ENSMUSG00000026668	ENSMUST00000027978	SignalP-noTM	1	23
ENSMUSG00000026668	ENSMUST00000195688	SignalP-noTM	1	23
ENSMUSG00000026668	ENSMUST00000167607	SignalP-noTM	1	27
ENSMUSG00000074681	ENSMUST00000099206	SignalP-noTM	1	19
ENSMUSG00000020048	ENSMUST00000020238	SignalP-noTM	1	21
ENSMUSG00000062257	ENSMUST00000115243	SignalP-noTM	1	29
ENSMUSG00000062257	ENSMUST00000073822	SignalP-noTM	1	18
ENSMUSG00000028600	ENSMUST00000106709	SignalP-noTM	1	23
ENSMUSG00000028600	ENSMUST00000106708	SignalP-noTM	1	23
ENSMUSG00000028600	ENSMUST00000044248	SignalP-noTM	1	23
ENSMUSG00000090304	ENSMUST00000176107	SignalP-noTM	1	19
ENSMUSG00000086545	ENSMUST00000142268	SignalP-noTM	1	19
ENSMUSG00000049560	ENSMUST00000109836	SignalP-noTM	1	18
ENSMUSG00000034807	ENSMUST00000047903	SignalP-noTM	1	31
ENSMUSG00000078675	ENSMUST00000107483	SignalP-noTM	1	18
ENSMUSG00000078675	ENSMUST00000095051	SignalP-noTM	1	18
ENSMUSG00000096674	ENSMUST00000095049	SignalP-noTM	1	18
ENSMUSG00000037892	ENSMUST00000035931	SignalP-noTM	1	27
ENSMUSG00000037892	ENSMUST00000191794	SignalP-noTM	1	27
ENSMUSG00000073830	ENSMUST00000075206	SignalP-noTM	1	18
ENSMUSG00000073830	ENSMUST00000071005	SignalP-noTM	1	18
ENSMUSG00000036594	ENSMUST00000040655	SignalP-noTM	1	23
ENSMUSG00000036594	ENSMUST00000174751	SignalP-noTM	1	23
ENSMUSG00000091859	ENSMUST00000166081	SignalP-noTM	1	20
ENSMUSG00000096688	ENSMUST00000107484	SignalP-noTM	1	18
ENSMUSG00000023263	ENSMUST00000024032	SignalP-noTM	1	21
ENSMUSG00000022297	ENSMUST00000179165	SignalP-noTM	1	18
ENSMUSG00000022297	ENSMUST00000022906	SignalP-noTM	1	18
ENSMUSG00000027468	ENSMUST00000028966	SignalP-noTM	1	20
ENSMUSG00000058427	ENSMUST00000200681	SignalP-noTM	1	27
ENSMUSG00000058427	ENSMUST00000075433	SignalP-noTM	1	27
ENSMUSG00000019997	ENSMUST00000020171	SignalP-noTM	1	25
ENSMUSG00000019997	ENSMUST00000176228	SignalP-noTM	1	25
ENSMUSG00000036500	ENSMUST00000044878	SignalP-noTM	1	19
ENSMUSG00000074680	ENSMUST00000099205	SignalP-noTM	1	15
ENSMUSG00000074679	ENSMUST00000121912	SignalP-noTM	1	29
ENSMUSG00000033589	ENSMUST00000226563	SignalP-TM	1	22
ENSMUSG00000033589	ENSMUST00000047218	SignalP-TM	1	22
ENSMUSG00000044249	ENSMUST00000060598	SignalP-noTM	1	23
ENSMUSG00000043468	ENSMUST00000050342	SignalP-noTM	1	25
ENSMUSG00000027876	ENSMUST00000029469	SignalP-noTM	1	22
ENSMUSG00000056544	ENSMUST00000070722	SignalP-noTM	1	19
ENSMUSG00000021583	ENSMUST00000169114	SignalP-noTM	1	20
ENSMUSG00000021583	ENSMUST00000221526	SignalP-noTM	1	20
ENSMUSG00000030413	ENSMUST00000032573	SignalP-noTM	1	16
ENSMUSG00000036412	ENSMUST00000040359	SignalP-noTM	1	23
ENSMUSG00000072674	ENSMUST00000184142	SignalP-noTM	1	19
ENSMUSG00000016918	ENSMUST00000177608	SignalP-noTM	1	22
ENSMUSG00000016918	ENSMUST00000180062	SignalP-noTM	1	22
ENSMUSG00000016918	ENSMUST00000186051	SignalP-noTM	1	22
ENSMUSG00000016918	ENSMUST00000088585	SignalP-noTM	1	22
ENSMUSG00000098590	ENSMUST00000183573	SignalP-noTM	1	28
ENSMUSG00000050645	ENSMUST00000053180	SignalP-noTM	1	19
ENSMUSG00000070942	ENSMUST00000095020	SignalP-noTM	1	21
ENSMUSG00000070942	ENSMUST00000194296	SignalP-noTM	1	21
ENSMUSG00000070942	ENSMUST00000193388	SignalP-noTM	1	21
ENSMUSG00000062124	ENSMUST00000109834	SignalP-noTM	1	19
ENSMUSG00000002808	ENSMUST00000002885	SignalP-noTM	1	33
ENSMUSG00000002808	ENSMUST00000221014	SignalP-noTM	1	33
ENSMUSG00000078532	ENSMUST00000105993	SignalP-TM	1	21
ENSMUSG00000036858	ENSMUST00000041012	SignalP-noTM	1	23
ENSMUSG00000044863	ENSMUST00000058086	SignalP-noTM	1	22
ENSMUSG00000048497	ENSMUST00000155759	SignalP-TM	1	20
ENSMUSG00000048497	ENSMUST00000129162	SignalP-TM	1	20
ENSMUSG00000019194	ENSMUST00000211945	SignalP-noTM	1	19
ENSMUSG00000019194	ENSMUST00000098548	SignalP-noTM	1	19
ENSMUSG00000038676	ENSMUST00000043475	SignalP-noTM	1	24
ENSMUSG00000038676	ENSMUST00000201184	SignalP-noTM	1	24
ENSMUSG00000074678	ENSMUST00000099203	SignalP-noTM	1	22
ENSMUSG00000021319	ENSMUST00000222464	SignalP-noTM	1	21
ENSMUSG00000021319	ENSMUST00000002883	SignalP-noTM	1	21
ENSMUSG00000037843	ENSMUST00000109523	SignalP-noTM	1	24
ENSMUSG00000032913	ENSMUST00000046316	SignalP-noTM	1	39
ENSMUSG00000032913	ENSMUST00000199070	SignalP-noTM	1	39
ENSMUSG00000032913	ENSMUST00000198332	SignalP-noTM	1	39
ENSMUSG00000031391	ENSMUST00000114430	SignalP-noTM	1	19
ENSMUSG00000031391	ENSMUST00000102871	SignalP-noTM	1	19
ENSMUSG00000031391	ENSMUST00000066576	SignalP-noTM	1	19
ENSMUSG00000031391	ENSMUST00000146790	SignalP-noTM	1	19
ENSMUSG00000043102	ENSMUST00000057407	SignalP-noTM	1	17
ENSMUSG00000024593	ENSMUST00000075770	SignalP-noTM	1	25
ENSMUSG00000024593	ENSMUST00000139892	SignalP-noTM	1	25
ENSMUSG00000043510	ENSMUST00000056937	SignalP-noTM	1	18
ENSMUSG00000048988	ENSMUST00000050519	SignalP-noTM	1	25
ENSMUSG00000027954	ENSMUST00000029566	SignalP-noTM	1	18
ENSMUSG00000027954	ENSMUST00000118860	SignalP-noTM	1	18
ENSMUSG00000035131	ENSMUST00000074622	SignalP-noTM	1	33
ENSMUSG00000035131	ENSMUST00000132847	SignalP-noTM	1	33
ENSMUSG00000035131	ENSMUST00000166814	SignalP-noTM	1	33
ENSMUSG00000021242	ENSMUST00000021668	SignalP-noTM	1	19
ENSMUSG00000024617	ENSMUST00000115295	SignalP-noTM	1	27
ENSMUSG00000024617	ENSMUST00000039904	SignalP-noTM	1	27
ENSMUSG00000072770	ENSMUST00000112414	SignalP-noTM	1	25
ENSMUSG00000072770	ENSMUST00000112413	SignalP-noTM	1	25
ENSMUSG00000072770	ENSMUST00000088294	SignalP-noTM	1	25
ENSMUSG00000072770	ENSMUST00000032481	SignalP-noTM	1	25
ENSMUSG00000031591	ENSMUST00000034000	SignalP-noTM	1	20
ENSMUSG00000031591	ENSMUST00000143057	SignalP-noTM	1	26
ENSMUSG00000030022	ENSMUST00000113438	SignalP-noTM	1	20
ENSMUSG00000059791	ENSMUST00000174873	SignalP-TM	1	18
ENSMUSG00000059974	ENSMUST00000075069	SignalP-noTM	1	36
ENSMUSG00000059974	ENSMUST00000115237	SignalP-noTM	1	18
ENSMUSG00000059974	ENSMUST00000115236	SignalP-noTM	1	18
ENSMUSG00000059857	ENSMUST00000156177	SignalP-noTM	1	18
ENSMUSG00000059857	ENSMUST00000133268	SignalP-noTM	1	18
ENSMUSG00000059857	ENSMUST00000138953	SignalP-noTM	1	18
ENSMUSG00000059857	ENSMUST00000072596	SignalP-noTM	1	18
ENSMUSG00000059857	ENSMUST00000138344	SignalP-noTM	1	18
ENSMUSG00000059857	ENSMUST00000131027	SignalP-noTM	1	18
ENSMUSG00000059857	ENSMUST00000106571	SignalP-noTM	1	18
ENSMUSG00000059857	ENSMUST00000106575	SignalP-noTM	1	18
ENSMUSG00000059857	ENSMUST00000106570	SignalP-noTM	1	18
ENSMUSG00000058818	ENSMUST00000078451	SignalP-noTM	1	24
ENSMUSG00000022324	ENSMUST00000226766	SignalP-noTM	1	23
ENSMUSG00000022324	ENSMUST00000022947	SignalP-noTM	1	23
ENSMUSG00000022324	ENSMUST00000228570	SignalP-noTM	1	23
ENSMUSG00000022324	ENSMUST00000227759	SignalP-noTM	1	23
ENSMUSG00000022324	ENSMUST00000163455	SignalP-noTM	1	23
ENSMUSG00000051375	ENSMUST00000160721	SignalP-noTM	1	33
ENSMUSG00000051375	ENSMUST00000057185	SignalP-noTM	1	33
ENSMUSG00000051375	ENSMUST00000159405	SignalP-noTM	1	33
ENSMUSG00000051375	ENSMUST00000194312	SignalP-noTM	1	33
ENSMUSG00000041669	ENSMUST00000074416	SignalP-noTM	1	35
ENSMUSG00000076439	ENSMUST00000102665	SignalP-noTM	1	29
ENSMUSG00000076439	ENSMUST00000167275	SignalP-noTM	1	29
ENSMUSG00000074419	ENSMUST00000153846	SignalP-noTM	1	24
ENSMUSG00000074419	ENSMUST00000108620	SignalP-noTM	1	24
ENSMUSG00000074419	ENSMUST00000108619	SignalP-noTM	1	24
ENSMUSG00000074419	ENSMUST00000094911	SignalP-noTM	1	24
ENSMUSG00000074419	ENSMUST00000189095	SignalP-noTM	1	24
ENSMUSG00000027524	ENSMUST00000029030	SignalP-noTM	1	16
ENSMUSG00000027524	ENSMUST00000140908	SignalP-noTM	1	16
ENSMUSG00000059187	ENSMUST00000122120	SignalP-noTM	1	25
ENSMUSG00000059187	ENSMUST00000075080	SignalP-noTM	1	25
ENSMUSG00000030427	ENSMUST00000038176	SignalP-noTM	1	24
ENSMUSG00000030427	ENSMUST00000090689	SignalP-noTM	1	24
ENSMUSG00000072596	ENSMUST00000074839	SignalP-noTM	1	27
ENSMUSG00000027009	ENSMUST00000099972	SignalP-noTM	1	33
ENSMUSG00000021907	ENSMUST00000022464	SignalP-noTM	1	20
ENSMUSG00000074417	ENSMUST00000070639	SignalP-noTM	1	24
ENSMUSG00000040205	ENSMUST00000046611	SignalP-noTM	1	19
ENSMUSG00000060703	ENSMUST00000074606	SignalP-noTM	1	20
ENSMUSG00000060703	ENSMUST00000028356	SignalP-noTM	1	20
ENSMUSG00000089942	ENSMUST00000108615	SignalP-noTM	1	24
ENSMUSG00000089942	ENSMUST00000119469	SignalP-noTM	1	24
ENSMUSG00000030849	ENSMUST00000121064	SignalP-noTM	1	21
ENSMUSG00000030849	ENSMUST00000117754	SignalP-noTM	1	21
ENSMUSG00000030849	ENSMUST00000120715	SignalP-noTM	1	21
ENSMUSG00000030849	ENSMUST00000119260	SignalP-noTM	1	21
ENSMUSG00000030849	ENSMUST00000117089	SignalP-noTM	1	21
ENSMUSG00000030849	ENSMUST00000117691	SignalP-noTM	1	21
ENSMUSG00000030849	ENSMUST00000117858	SignalP-noTM	1	21
ENSMUSG00000030849	ENSMUST00000120141	SignalP-noTM	1	21
ENSMUSG00000030849	ENSMUST00000117357	SignalP-noTM	1	21
ENSMUSG00000030849	ENSMUST00000122448	SignalP-noTM	1	21
ENSMUSG00000030849	ENSMUST00000118296	SignalP-noTM	1	21
ENSMUSG00000030849	ENSMUST00000121080	SignalP-noTM	1	21
ENSMUSG00000030849	ENSMUST00000117073	SignalP-noTM	1	21
ENSMUSG00000074121	ENSMUST00000058879	SignalP-noTM	1	21
ENSMUSG00000074121	ENSMUST00000210347	SignalP-noTM	1	21
ENSMUSG00000036480	ENSMUST00000044533	SignalP-noTM	1	19
ENSMUSG00000026840	ENSMUST00000138325	SignalP-noTM	1	28
ENSMUSG00000026840	ENSMUST00000028187	SignalP-noTM	1	28
ENSMUSG00000026251	ENSMUST00000073252	SignalP-noTM	1	24
ENSMUSG00000054196	ENSMUST00000067072	SignalP-noTM	1	32
ENSMUSG00000054196	ENSMUST00000226433	SignalP-noTM	1	32
ENSMUSG00000100916	ENSMUST00000072453	SignalP-noTM	1	20
ENSMUSG00000094892	ENSMUST00000171914	SignalP-noTM	1	19
ENSMUSG00000037010	ENSMUST00000039026	SignalP-noTM	1	22
ENSMUSG00000049001	ENSMUST00000054351	SignalP-noTM	1	19
ENSMUSG00000079679	ENSMUST00000203074	SignalP-noTM	1	21
ENSMUSG00000079679	ENSMUST00000054530	SignalP-noTM	1	21
ENSMUSG00000050578	ENSMUST00000015394	SignalP-noTM	1	19
ENSMUSG00000038677	ENSMUST00000043503	SignalP-noTM	1	20
ENSMUSG00000026981	ENSMUST00000114482	SignalP-noTM	1	26
ENSMUSG00000024440	ENSMUST00000025311	SignalP-noTM	1	17
ENSMUSG00000079056	ENSMUST00000088538	SignalP-noTM	1	24
ENSMUSG00000028039	ENSMUST00000029673	SignalP-noTM	1	22
ENSMUSG00000028039	ENSMUST00000200436	SignalP-noTM	1	22
ENSMUSG00000046213	ENSMUST00000029504	SignalP-noTM	1	16
ENSMUSG00000039114	ENSMUST00000037623	SignalP-noTM	1	27
ENSMUSG00000039114	ENSMUST00000224960	SignalP-noTM	1	27
ENSMUSG00000029570	ENSMUST00000031555	SignalP-noTM	1	25
ENSMUSG00000047635	ENSMUST00000111477	SignalP-noTM	1	22
ENSMUSG00000047635	ENSMUST00000077376	SignalP-noTM	1	22
ENSMUSG00000095961	ENSMUST00000171741	SignalP-noTM	1	19
ENSMUSG00000026069	ENSMUST00000174335	SignalP-noTM	1	26
ENSMUSG00000026069	ENSMUST00000173881	SignalP-noTM	1	26
ENSMUSG00000026069	ENSMUST00000097772	SignalP-noTM	1	26
ENSMUSG00000026069	ENSMUST00000173514	SignalP-noTM	1	26
ENSMUSG00000026069	ENSMUST00000053043	SignalP-noTM	1	26
ENSMUSG00000026125	ENSMUST00000027299	SignalP-noTM	1	31
ENSMUSG00000003814	ENSMUST00000003912	SignalP-noTM	1	17
ENSMUSG00000064177	ENSMUST00000064993	SignalP-noTM	1	23
ENSMUSG00000064177	ENSMUST00000203363	SignalP-noTM	1	23
ENSMUSG00000064177	ENSMUST00000203770	SignalP-noTM	1	23
ENSMUSG00000064177	ENSMUST00000204163	SignalP-noTM	1	23
ENSMUSG00000064177	ENSMUST00000203588	SignalP-noTM	1	23
ENSMUSG00000070368	ENSMUST00000049852	SignalP-noTM	1	19
ENSMUSG00000028195	ENSMUST00000029846	SignalP-noTM	1	24
ENSMUSG00000023083	ENSMUST00000023845	SignalP-noTM	1	23
ENSMUSG00000031430	ENSMUST00000033806	SignalP-noTM	1	17
ENSMUSG00000052316	ENSMUST00000064606	SignalP-noTM	1	21
ENSMUSG00000091771	ENSMUST00000172203	SignalP-noTM	1	19
ENSMUSG00000026980	ENSMUST00000112533	SignalP-noTM	1	27
ENSMUSG00000026980	ENSMUST00000028362	SignalP-noTM	1	27
ENSMUSG00000026819	ENSMUST00000052119	SignalP-noTM	1	18
ENSMUSG00000026819	ENSMUST00000113308	SignalP-noTM	1	18
ENSMUSG00000026819	ENSMUST00000113307	SignalP-noTM	1	13
ENSMUSG00000028356	ENSMUST00000030041	SignalP-noTM	1	19
ENSMUSG00000028356	ENSMUST00000142901	SignalP-noTM	1	19
ENSMUSG00000046500	ENSMUST00000089295	SignalP-noTM	1	31
