Gene stable ID	Transcript stable ID	Protein stable ID	Transcript type	Source (transcript)	Gene name
ENSMUSG00000040213	ENSMUST00000106218	ENSMUSP00000101825	protein_coding	havana	Kyat3
ENSMUSG00000040213	ENSMUST00000044392	ENSMUSP00000041675	protein_coding	ensembl_havana	Kyat3
ENSMUSG00000040213	ENSMUST00000137623		processed_transcript	havana	Kyat3
ENSMUSG00000040213	ENSMUST00000196928		retained_intron	havana	Kyat3
ENSMUSG00000040213	ENSMUST00000198957		retained_intron	havana	Kyat3
ENSMUSG00000079495	ENSMUST00000174143	ENSMUSP00000133846	protein_coding	havana	Nat8f6
ENSMUSG00000037035	ENSMUST00000038765	ENSMUSP00000044918	protein_coding	ensembl_havana	Inhbb
ENSMUSG00000014601	ENSMUST00000200049		retained_intron	havana	Strip1
ENSMUSG00000014601	ENSMUST00000196416		processed_transcript	havana	Strip1
ENSMUSG00000026174	ENSMUST00000087215	ENSMUSP00000084466	protein_coding	ensembl_havana	Cnot9
ENSMUSG00000031604	ENSMUST00000034015	ENSMUSP00000034015	protein_coding	ensembl_havana	Msmo1
ENSMUSG00000004319	ENSMUST00000056508	ENSMUSP00000058648	protein_coding	ensembl_havana	Clcn3
ENSMUSG00000004319	ENSMUST00000093490	ENSMUSP00000091202	protein_coding	ensembl_havana	Clcn3
ENSMUSG00000064037	ENSMUST00000076949	ENSMUSP00000076217	protein_coding	ensembl_havana	Gpn1
ENSMUSG00000064037	ENSMUST00000201881		retained_intron	havana	Gpn1
ENSMUSG00000064037	ENSMUST00000202515		retained_intron	havana	Gpn1
ENSMUSG00000051319	ENSMUST00000135091	ENSMUSP00000141107	protein_coding	ensembl_havana	1500011K16Rik
ENSMUSG00000048007	ENSMUST00000054213	ENSMUSP00000050156	protein_coding	ensembl_havana	Timm8a1
ENSMUSG00000017418	ENSMUST00000069870	ENSMUSP00000069725	protein_coding	ensembl_havana	Arl5b
ENSMUSG00000070737	ENSMUST00000106097	ENSMUSP00000101703	protein_coding	havana	Tmem35b
ENSMUSG00000020986	ENSMUST00000021375	ENSMUSP00000021375	protein_coding	ensembl_havana	Sec23a
ENSMUSG00000042408	ENSMUST00000046751	ENSMUSP00000045366	protein_coding	ensembl_havana	Zmym6
ENSMUSG00000042408	ENSMUST00000094713	ENSMUSP00000092303	protein_coding	havana	Zmym6
ENSMUSG00000042408	ENSMUST00000151461		processed_transcript	havana	Zmym6
ENSMUSG00000015522	ENSMUST00000107160	ENSMUSP00000102778	protein_coding	havana	Arnt
ENSMUSG00000015522	ENSMUST00000156653		retained_intron	havana	Arnt
ENSMUSG00000051351	ENSMUST00000069195	ENSMUSP00000070216	protein_coding	ensembl_havana	Zfp46
ENSMUSG00000022848	ENSMUST00000023554	ENSMUSP00000023554	protein_coding	ensembl_havana	Dirc2
ENSMUSG00000024431	ENSMUST00000115567	ENSMUSP00000111229	protein_coding	havana	Nr3c1
ENSMUSG00000024431	ENSMUST00000152853	ENSMUSP00000120082	protein_coding	havana	Nr3c1
ENSMUSG00000023021	ENSMUST00000109035	ENSMUSP00000104663	protein_coding	havana	Cers5
ENSMUSG00000020755	ENSMUST00000140991	ENSMUSP00000114844	protein_coding	ensembl_havana	Sap30bp
ENSMUSG00000032808	ENSMUST00000035488	ENSMUSP00000044722	protein_coding	ensembl_havana	Cyp2c38
ENSMUSG00000027184	ENSMUST00000028607	ENSMUSP00000028607	protein_coding	ensembl_havana	Caprin1
ENSMUSG00000020023	ENSMUST00000065060	ENSMUSP00000063264	protein_coding	ensembl_havana	Tmcc3
ENSMUSG00000048000	ENSMUST00000027475	ENSMUSP00000027475	protein_coding	ensembl_havana	Gigyf2
ENSMUSG00000048000	ENSMUST00000174583		processed_transcript	havana	Gigyf2
ENSMUSG00000048000	ENSMUST00000187038		retained_intron	havana	Gigyf2
ENSMUSG00000003235	ENSMUST00000003320	ENSMUSP00000003320	protein_coding	ensembl_havana	Eif2b5
ENSMUSG00000021431	ENSMUST00000223814		retained_intron	havana	Snrnp48
ENSMUSG00000021431	ENSMUST00000223680		retained_intron	havana	Snrnp48
ENSMUSG00000040738	ENSMUST00000044616	ENSMUSP00000038418	protein_coding	ensembl_havana	Ints8
ENSMUSG00000040738	ENSMUST00000147372		processed_transcript	havana	Ints8
ENSMUSG00000041638	ENSMUST00000064454	ENSMUSP00000069432	protein_coding	ensembl_havana	Gcn1l1
ENSMUSG00000037475	ENSMUST00000047037	ENSMUSP00000044677	protein_coding	ensembl_havana	Thoc2
ENSMUSG00000037475	ENSMUST00000151430	ENSMUSP00000115815	nonsense_mediated_decay	havana	Thoc2
ENSMUSG00000040524	ENSMUST00000159109	ENSMUSP00000124089	protein_coding	ensembl_havana	Zfp609
ENSMUSG00000025231	ENSMUST00000039922	ENSMUSP00000049109	protein_coding	ensembl_havana	Sufu
ENSMUSG00000011382	ENSMUST00000011526	ENSMUSP00000011526	protein_coding	ensembl_havana	Dhdh
ENSMUSG00000048581	ENSMUST00000061706	ENSMUSP00000058114	protein_coding	ensembl_havana	E130311K13Rik
ENSMUSG00000034544	ENSMUST00000065074	ENSMUSP00000066797	protein_coding	ensembl_havana	Rsrc1
ENSMUSG00000034544	ENSMUST00000182708		retained_intron	havana	Rsrc1
ENSMUSG00000020672	ENSMUST00000021004	ENSMUSP00000021004	protein_coding	ensembl_havana	Sntg2
ENSMUSG00000096188	ENSMUST00000179802	ENSMUSP00000137332	protein_coding	ensembl_havana	Cmtm4
ENSMUSG00000031987	ENSMUST00000034469	ENSMUSP00000034469	protein_coding	ensembl_havana	Egln1
ENSMUSG00000050705	ENSMUST00000154670	ENSMUSP00000123547	protein_coding	havana	2310061I04Rik
ENSMUSG00000050705	ENSMUST00000146451	ENSMUSP00000115771	protein_coding	havana	2310061I04Rik
ENSMUSG00000023051	ENSMUST00000131184	ENSMUSP00000117964	nonsense_mediated_decay	havana	Tarbp2
ENSMUSG00000023051	ENSMUST00000141266		retained_intron	havana	Tarbp2
ENSMUSG00000023051	ENSMUST00000136968		retained_intron	havana	Tarbp2
ENSMUSG00000023051	ENSMUST00000154451		retained_intron	havana	Tarbp2
ENSMUSG00000030004	ENSMUST00000032073	ENSMUSP00000032073	protein_coding	ensembl_havana	Nat8
ENSMUSG00000032875	ENSMUST00000107032	ENSMUSP00000102647	protein_coding	ensembl_havana	Arhgef17
ENSMUSG00000004098	ENSMUST00000004201	ENSMUSP00000004201	protein_coding	ensembl_havana	Col5a3
ENSMUSG00000056820	ENSMUST00000075896	ENSMUSP00000075290	protein_coding	ensembl_havana	Tsnax
ENSMUSG00000056820	ENSMUST00000212603	ENSMUSP00000148470	protein_coding	havana	Tsnax
ENSMUSG00000026676	ENSMUST00000027988	ENSMUSP00000027988	protein_coding	ensembl_havana	Ccdc3
ENSMUSG00000033634	ENSMUST00000045008	ENSMUSP00000044587	protein_coding	ensembl_havana	Nat8f2
ENSMUSG00000030678	ENSMUST00000205568	ENSMUSP00000145619	protein_coding	havana	Maz
ENSMUSG00000031134	ENSMUST00000140384	ENSMUSP00000125720	nonsense_mediated_decay	havana	Rbmx
ENSMUSG00000029319	ENSMUST00000031262	ENSMUSP00000031262	protein_coding	ensembl_havana	Coq2
ENSMUSG00000018217	ENSMUST00000018361	ENSMUSP00000018361	protein_coding	ensembl_havana	Pmp22
ENSMUSG00000018217	ENSMUST00000108702	ENSMUSP00000104342	protein_coding	havana	Pmp22
ENSMUSG00000024099	ENSMUST00000143987	ENSMUSP00000121557	protein_coding	ensembl_havana	Ndufv2
ENSMUSG00000033423	ENSMUST00000037127	ENSMUSP00000042796	protein_coding	ensembl_havana	Eri3
ENSMUSG00000033423	ENSMUST00000146384		processed_transcript	havana	Eri3
ENSMUSG00000024436	ENSMUST00000174574		retained_intron	havana	Mrps18b
ENSMUSG00000023022	ENSMUST00000073691	ENSMUSP00000073371	protein_coding	ensembl_havana	Lima1
ENSMUSG00000032228	ENSMUST00000183404	ENSMUSP00000139365	protein_coding	ensembl_havana	Tcf12
ENSMUSG00000032228	ENSMUST00000184806		retained_intron	havana	Tcf12
ENSMUSG00000020926	ENSMUST00000068150	ENSMUSP00000069466	protein_coding	ensembl_havana	Adam11
ENSMUSG00000031982	ENSMUST00000212959	ENSMUSP00000148335	protein_coding	havana	Arv1
ENSMUSG00000021461	ENSMUST00000220684	ENSMUSP00000152119	protein_coding	havana	Fancc
ENSMUSG00000021461	ENSMUST00000073029	ENSMUSP00000072788	protein_coding	ensembl_havana	Fancc
ENSMUSG00000021461	ENSMUST00000161977	ENSMUSP00000123817	protein_coding	havana	Fancc
ENSMUSG00000030493	ENSMUST00000032704	ENSMUSP00000032704	protein_coding	ensembl_havana	Faap24
ENSMUSG00000038587	ENSMUST00000045730	ENSMUSP00000035829	protein_coding	ensembl_havana	Akap12
ENSMUSG00000031304	ENSMUST00000033664	ENSMUSP00000033664	protein_coding	ensembl_havana	Il2rg
ENSMUSG00000031304	ENSMUST00000145074		retained_intron	havana	Il2rg
ENSMUSG00000026469	ENSMUST00000027741	ENSMUSP00000027741	protein_coding	ensembl_havana	Xpr1
ENSMUSG00000026469	ENSMUST00000192359		retained_intron	havana	Xpr1
ENSMUSG00000022000	ENSMUST00000022577	ENSMUSP00000022577	protein_coding	ensembl	Zc3h13
ENSMUSG00000035198	ENSMUST00000043680	ENSMUSP00000048036	protein_coding	ensembl_havana	Tubg1
ENSMUSG00000015143	ENSMUST00000021554	ENSMUSP00000021554	protein_coding	ensembl_havana	Actn1
ENSMUSG00000051403	ENSMUST00000058444	ENSMUSP00000060233	protein_coding	ensembl_havana	Ppp1r37
ENSMUSG00000039145	ENSMUST00000044009	ENSMUSP00000037028	protein_coding	ensembl_havana	Camk1d
ENSMUSG00000039145	ENSMUST00000130470		processed_transcript	havana	Camk1d
ENSMUSG00000030494	ENSMUST00000032705	ENSMUSP00000032705	protein_coding	ensembl_havana	Rhpn2
ENSMUSG00000030494	ENSMUST00000187997		retained_intron	havana	Rhpn2
ENSMUSG00000001036	ENSMUST00000108712	ENSMUSP00000104352	protein_coding	havana	Epn2
ENSMUSG00000020528	ENSMUST00000004955	ENSMUSP00000004955	protein_coding	ensembl_havana	Prpsap2
ENSMUSG00000057103	ENSMUST00000161198	ENSMUSP00000124488	protein_coding	ensembl_havana	Nat8f1
ENSMUSG00000035649	ENSMUST00000067521		retained_intron	havana	Zcchc7
ENSMUSG00000035649	ENSMUST00000147272	ENSMUSP00000126678	protein_coding	havana	Zcchc7
ENSMUSG00000054226	ENSMUST00000201289		processed_transcript	havana	Tprkb
ENSMUSG00000054226	ENSMUST00000202588		retained_intron	havana	Tprkb
ENSMUSG00000054226	ENSMUST00000113753	ENSMUSP00000109382	protein_coding	havana	Tprkb
ENSMUSG00000040272	ENSMUST00000111246	ENSMUSP00000106877	protein_coding	havana	Accs
ENSMUSG00000040272	ENSMUST00000148268		processed_transcript	havana	Accs
ENSMUSG00000025933	ENSMUST00000027064	ENSMUSP00000027064	protein_coding	havana	Tmem14a
ENSMUSG00000063785	ENSMUST00000080713	ENSMUSP00000079538	protein_coding	ensembl_havana	Utp14a
ENSMUSG00000063785	ENSMUST00000125966		processed_transcript	havana	Utp14a
ENSMUSG00000050103	ENSMUST00000049874	ENSMUSP00000051441	protein_coding	ensembl_havana	Agmo
ENSMUSG00000032386	ENSMUST00000179395	ENSMUSP00000137304	protein_coding	ensembl	Trip4
ENSMUSG00000025003	ENSMUST00000025968	ENSMUSP00000025968	protein_coding	ensembl_havana	Cyp2c39
ENSMUSG00000020053	ENSMUST00000122386	ENSMUSP00000113905	protein_coding	havana	Igf1
ENSMUSG00000020053	ENSMUST00000095360	ENSMUSP00000093005	protein_coding	ensembl_havana	Igf1
ENSMUSG00000020053	ENSMUST00000062862	ENSMUSP00000056668	protein_coding	ensembl_havana	Igf1
ENSMUSG00000030284	ENSMUST00000032422	ENSMUSP00000032422	protein_coding	ensembl_havana	Creld1
ENSMUSG00000030284	ENSMUST00000204920		retained_intron	havana	Creld1
ENSMUSG00000021870	ENSMUST00000102956	ENSMUSP00000100021	protein_coding	havana	Slmap
ENSMUSG00000020430	ENSMUST00000109985	ENSMUSP00000105612	protein_coding	havana	Pes1
ENSMUSG00000015890	ENSMUST00000016034	ENSMUSP00000016034	protein_coding	ensembl_havana	Amdhd1
ENSMUSG00000020359	ENSMUST00000101250	ENSMUSP00000098808	nonsense_mediated_decay	havana	Phykpl
ENSMUSG00000020359	ENSMUST00000167797	ENSMUSP00000132190	protein_coding	ensembl_havana	Phykpl
ENSMUSG00000020359	ENSMUST00000156128		retained_intron	havana	Phykpl
ENSMUSG00000020359	ENSMUST00000164864		retained_intron	havana	Phykpl
ENSMUSG00000020359	ENSMUST00000109105		retained_intron	havana	Phykpl
ENSMUSG00000110195	ENSMUST00000163751	ENSMUSP00000131553	protein_coding	ensembl_havana	Pde2a
ENSMUSG00000110195	ENSMUST00000210348		retained_intron	havana	Pde2a
ENSMUSG00000021814	ENSMUST00000100844	ENSMUSP00000098405	protein_coding	havana	Anxa7
ENSMUSG00000033088	ENSMUST00000109689	ENSMUSP00000105311	protein_coding	ensembl_havana	Triobp
ENSMUSG00000022032	ENSMUST00000022610	ENSMUSP00000022610	protein_coding	ensembl_havana	Scara5
ENSMUSG00000066037	ENSMUST00000182327		retained_intron	havana	Hnrnpr
ENSMUSG00000003873	ENSMUST00000033093	ENSMUSP00000033093	protein_coding	ensembl_havana	Bax
ENSMUSG00000020375	ENSMUST00000020643	ENSMUSP00000020643	protein_coding	ensembl_havana	Rufy1
ENSMUSG00000003444	ENSMUST00000003536	ENSMUSP00000003536	protein_coding	ensembl_havana	Med29
ENSMUSG00000020358	ENSMUST00000074669	ENSMUSP00000074238	protein_coding	ensembl_havana	Hnrnpab
ENSMUSG00000020358	ENSMUST00000101249	ENSMUSP00000098807	protein_coding	havana	Hnrnpab
ENSMUSG00000044786	ENSMUST00000051241	ENSMUSP00000057815	protein_coding	ensembl_havana	Zfp36
ENSMUSG00000044786	ENSMUST00000209061	ENSMUSP00000146830	protein_coding	havana	Zfp36
ENSMUSG00000029101	ENSMUST00000030984	ENSMUSP00000030984	protein_coding	ensembl_havana	Rgs12
ENSMUSG00000066900	ENSMUST00000086471	ENSMUSP00000083662	protein_coding	ensembl_havana	Suds3
ENSMUSG00000066900	ENSMUST00000202713		retained_intron	havana	Suds3
ENSMUSG00000066900	ENSMUST00000166397	ENSMUSP00000130535	protein_coding	ensembl_havana	Suds3
ENSMUSG00000066900	ENSMUST00000200684		retained_intron	havana	Suds3
ENSMUSG00000033739	ENSMUST00000036720	ENSMUSP00000037273	protein_coding	ensembl_havana	Fkbpl
ENSMUSG00000035139	ENSMUST00000040117	ENSMUSP00000045740	protein_coding	ensembl_havana	Secisbp2
ENSMUSG00000050592	ENSMUST00000056406	ENSMUSP00000052826	protein_coding	ensembl_havana	Fam78a
ENSMUSG00000013539	ENSMUST00000128580	ENSMUSP00000121582	nonsense_mediated_decay	havana	Tango2
ENSMUSG00000022378	ENSMUST00000063838	ENSMUSP00000066359	protein_coding	ensembl_havana	Fam49b
ENSMUSG00000022378	ENSMUST00000227118		retained_intron	havana	Fam49b
ENSMUSG00000021423	ENSMUST00000021860	ENSMUSP00000021860	protein_coding	ensembl_havana	Ly86
ENSMUSG00000021423	ENSMUST00000225716		retained_intron	havana	Ly86
ENSMUSG00000027822	ENSMUST00000029402	ENSMUSP00000029402	protein_coding	ensembl_havana	Slc33a1
ENSMUSG00000026020	ENSMUST00000191088		processed_transcript	havana	Nop58
ENSMUSG00000026020	ENSMUST00000027174	ENSMUSP00000027174	protein_coding	havana	Nop58
ENSMUSG00000026020	ENSMUST00000191142	ENSMUSP00000140250	protein_coding	ensembl_havana	Nop58
ENSMUSG00000002250	ENSMUST00000002320	ENSMUSP00000002320	protein_coding	ensembl_havana	Ppard
ENSMUSG00000002250	ENSMUST00000123020		retained_intron	havana	Ppard
ENSMUSG00000002250	ENSMUST00000142226		retained_intron	havana	Ppard
ENSMUSG00000001855	ENSMUST00000065398	ENSMUSP00000066492	protein_coding	ensembl_havana	Nup214
ENSMUSG00000027088	ENSMUST00000028494	ENSMUSP00000028494	protein_coding	ensembl_havana	Phospho2
ENSMUSG00000040435	ENSMUST00000167273	ENSMUSP00000128497	protein_coding	ensembl_havana	Ppp1r15a
ENSMUSG00000040097	ENSMUST00000045517	ENSMUSP00000040022	protein_coding	ensembl_havana	Flywch1
ENSMUSG00000029683	ENSMUST00000031694	ENSMUSP00000031694	protein_coding	ensembl_havana	Lmod2
ENSMUSG00000043068	ENSMUST00000055257	ENSMUSP00000058156	protein_coding	ensembl_havana	Fam89a
ENSMUSG00000041390	ENSMUST00000189359	ENSMUSP00000140208	protein_coding	ensembl	Mdfic
ENSMUSG00000003644	ENSMUST00000105894	ENSMUSP00000101514	protein_coding	ensembl_havana	Rps6ka1
ENSMUSG00000028271	ENSMUST00000029938	ENSMUSP00000029938	protein_coding	ensembl_havana	Gtf2b
ENSMUSG00000028271	ENSMUST00000196311		retained_intron	havana	Gtf2b
ENSMUSG00000019808	ENSMUST00000019944	ENSMUSP00000019944	protein_coding	ensembl_havana	Adat2
ENSMUSG00000047793	ENSMUST00000062202	ENSMUSP00000050832	protein_coding	ensembl_havana	Sned1
ENSMUSG00000029684	ENSMUST00000031695	ENSMUSP00000031695	protein_coding	ensembl_havana	Wasl
ENSMUSG00000029684	ENSMUST00000201867		retained_intron	havana	Wasl
ENSMUSG00000003233	ENSMUST00000003318	ENSMUSP00000003318	protein_coding	ensembl_havana	Dvl3
ENSMUSG00000046691	ENSMUST00000177068	ENSMUSP00000135029	protein_coding	ensembl_havana	Chtf8
ENSMUSG00000070047	ENSMUST00000191428	ENSMUSP00000140596	protein_coding	havana	Fat1
ENSMUSG00000019809	ENSMUST00000019945	ENSMUSP00000019945	protein_coding	ensembl_havana	Pex3
ENSMUSG00000055980	ENSMUST00000069799	ENSMUSP00000063795	protein_coding	ensembl_havana	Irs1
ENSMUSG00000045435	ENSMUST00000115259	ENSMUSP00000110914	protein_coding	ensembl_havana	Tmem60
ENSMUSG00000045435	ENSMUST00000196723		processed_transcript	havana	Tmem60
ENSMUSG00000030505	ENSMUST00000140656		processed_transcript	havana	Prmt3
ENSMUSG00000030505	ENSMUST00000032715	ENSMUSP00000032715	protein_coding	ensembl_havana	Prmt3
ENSMUSG00000030505	ENSMUST00000207216		retained_intron	havana	Prmt3
ENSMUSG00000058135	ENSMUST00000004140	ENSMUSP00000004140	protein_coding	ensembl_havana	Gstm1
ENSMUSG00000058135	ENSMUST00000153314	ENSMUSP00000123481	protein_coding	havana	Gstm1
ENSMUSG00000032468	ENSMUST00000035043	ENSMUSP00000035043	protein_coding	ensembl_havana	Armc8
ENSMUSG00000049658	ENSMUST00000038104	ENSMUSP00000038321	protein_coding	ensembl_havana	Bdp1
ENSMUSG00000034382	ENSMUST00000037701	ENSMUSP00000045345	protein_coding	havana	AI661453
ENSMUSG00000034382	ENSMUST00000150819	ENSMUSP00000120133	protein_coding	ensembl_havana	AI661453
ENSMUSG00000062624	ENSMUST00000067328	ENSMUSP00000065796	protein_coding	ensembl_havana	Cyp2c67
ENSMUSG00000074151	ENSMUST00000211816	ENSMUSP00000148677	protein_coding	havana	Nlrc5
ENSMUSG00000004451	ENSMUST00000004565	ENSMUSP00000004565	protein_coding	ensembl_havana	Ralb
ENSMUSG00000031984	ENSMUST00000211971		processed_transcript	havana	2810004N23Rik
ENSMUSG00000031984	ENSMUST00000034465	ENSMUSP00000034465	protein_coding	ensembl_havana	2810004N23Rik
ENSMUSG00000036636	ENSMUST00000040729	ENSMUSP00000035964	protein_coding	ensembl_havana	Clcn7
ENSMUSG00000020024	ENSMUST00000020212	ENSMUSP00000020212	protein_coding	ensembl_havana	Cep83
ENSMUSG00000020024	ENSMUST00000220052		retained_intron	havana	Cep83
ENSMUSG00000020024	ENSMUST00000220352		retained_intron	havana	Cep83
ENSMUSG00000047150	ENSMUST00000061885	ENSMUSP00000050873	protein_coding	ensembl_havana	1700001C19Rik
ENSMUSG00000031985	ENSMUST00000034466	ENSMUSP00000034466	protein_coding	ensembl_havana	Gnpat
ENSMUSG00000075327	ENSMUST00000215860		retained_intron	havana	Zbtb2
ENSMUSG00000031239	ENSMUST00000033591	ENSMUSP00000033591	protein_coding	ensembl_havana	Itm2a
ENSMUSG00000030286	ENSMUST00000032425	ENSMUSP00000032425	protein_coding	ensembl_havana	Emc3
ENSMUSG00000030286	ENSMUST00000203526		retained_intron	havana	Emc3
ENSMUSG00000052137	ENSMUST00000063839	ENSMUSP00000066311	protein_coding	ensembl_havana	Rbm12b2
ENSMUSG00000002031	ENSMUST00000124534		processed_transcript	havana	Ift46
ENSMUSG00000002031	ENSMUST00000133167		retained_intron	havana	Ift46
ENSMUSG00000002031	ENSMUST00000149020		retained_intron	havana	Ift46
ENSMUSG00000008496	ENSMUST00000108415	ENSMUSP00000104053	protein_coding	ensembl_havana	Pou2f2
ENSMUSG00000022947	ENSMUST00000039620	ENSMUSP00000047712	protein_coding	ensembl_havana	Cbr3
ENSMUSG00000049488	ENSMUST00000131145	ENSMUSP00000115154	nonsense_mediated_decay	havana	Tmem67
ENSMUSG00000049488	ENSMUST00000108293	ENSMUSP00000103928	protein_coding	havana	Tmem67
ENSMUSG00000026273	ENSMUST00000027492	ENSMUSP00000027492	protein_coding	ensembl_havana	Mterf4
ENSMUSG00000027652	ENSMUST00000109486	ENSMUSP00000105112	protein_coding	havana	Ralgapb
ENSMUSG00000027652	ENSMUST00000150789		retained_intron	havana	Ralgapb
ENSMUSG00000089762	ENSMUST00000065134	ENSMUSP00000132594	protein_coding	ensembl_havana	Ier5l
ENSMUSG00000054484	ENSMUST00000067582	ENSMUSP00000064310	protein_coding	ensembl_havana	Tmem62
ENSMUSG00000036825	ENSMUST00000106151	ENSMUSP00000101757	protein_coding	ensembl_havana	Ssx2ip
ENSMUSG00000036825	ENSMUST00000106153	ENSMUSP00000101759	protein_coding	ensembl_havana	Ssx2ip
ENSMUSG00000050097	ENSMUST00000059449	ENSMUSP00000063005	protein_coding	ensembl_havana	Ces2b
ENSMUSG00000075592	ENSMUST00000168479	ENSMUSP00000129557	protein_coding	ensembl_havana	Nynrin
ENSMUSG00000038780	ENSMUST00000110677	ENSMUSP00000106305	protein_coding	havana	Smurf1
ENSMUSG00000019849	ENSMUST00000099858	ENSMUSP00000097444	protein_coding	ensembl_havana	Prep
ENSMUSG00000016382	ENSMUST00000033547	ENSMUSP00000033547	protein_coding	ensembl_havana	Pls3
ENSMUSG00000061288	ENSMUST00000092889	ENSMUSP00000090565	protein_coding	ensembl_havana	Taok3
ENSMUSG00000061288	ENSMUST00000153709		retained_intron	havana	Taok3
ENSMUSG00000026890	ENSMUST00000112967	ENSMUSP00000108591	protein_coding	ensembl_havana	Lhx6
ENSMUSG00000026890	ENSMUST00000112963	ENSMUSP00000108587	protein_coding	ensembl	Lhx6
ENSMUSG00000027074	ENSMUST00000090726	ENSMUSP00000088227	protein_coding	ensembl_havana	Slc43a3
ENSMUSG00000027074	ENSMUST00000155537		retained_intron	havana	Slc43a3
ENSMUSG00000027074	ENSMUST00000141650	ENSMUSP00000116513	protein_coding	havana	Slc43a3
ENSMUSG00000021275	ENSMUST00000169597	ENSMUSP00000126749	protein_coding	ensembl_havana	Tecpr2
ENSMUSG00000005621	ENSMUST00000107353	ENSMUSP00000102976	protein_coding	ensembl_havana	Zfp592
ENSMUSG00000026811	ENSMUST00000095045	ENSMUSP00000092655	protein_coding	havana	St6galnac6
ENSMUSG00000026811	ENSMUST00000095044	ENSMUSP00000092654	protein_coding	havana	St6galnac6
ENSMUSG00000026811	ENSMUST00000143625	ENSMUSP00000141437	protein_coding	havana	St6galnac6
ENSMUSG00000042712	ENSMUST00000048687	ENSMUSP00000047474	protein_coding	ensembl_havana	Tceal9
ENSMUSG00000021371	ENSMUST00000021800	ENSMUSP00000021800	protein_coding	ensembl_havana	Mcur1
ENSMUSG00000021371	ENSMUST00000223353		retained_intron	havana	Mcur1
ENSMUSG00000046432	ENSMUST00000178632	ENSMUSP00000136952	protein_coding	ensembl	Bex3
ENSMUSG00000027752	ENSMUST00000029316	ENSMUSP00000029316	protein_coding	ensembl_havana	Exosc8
ENSMUSG00000027752	ENSMUST00000150923		retained_intron	havana	Exosc8
ENSMUSG00000027752	ENSMUST00000198780		retained_intron	havana	Exosc8
ENSMUSG00000058600	ENSMUST00000142643	ENSMUSP00000154172	protein_coding	havana	Rpl30
ENSMUSG00000058600	ENSMUST00000135417		retained_intron	havana	Rpl30
ENSMUSG00000048865	ENSMUST00000131607		retained_intron	havana	Arhgap30
ENSMUSG00000048865	ENSMUST00000194914		retained_intron	havana	Arhgap30
ENSMUSG00000031605	ENSMUST00000210166	ENSMUSP00000147262	protein_coding	havana	Klhl2
ENSMUSG00000031605	ENSMUST00000209919		retained_intron	havana	Klhl2
ENSMUSG00000031605	ENSMUST00000209458		processed_transcript	havana	Klhl2
ENSMUSG00000027427	ENSMUST00000028914	ENSMUSP00000028914	protein_coding	ensembl_havana	Polr3f
ENSMUSG00000027427	ENSMUST00000136999		processed_transcript	havana	Polr3f
ENSMUSG00000027427	ENSMUST00000110017	ENSMUSP00000105644	protein_coding	havana	Polr3f
ENSMUSG00000027427	ENSMUST00000152311		processed_transcript	havana	Polr3f
ENSMUSG00000028018	ENSMUST00000029651	ENSMUSP00000029651	protein_coding	ensembl_havana	Gstcd
ENSMUSG00000028018	ENSMUST00000197381		retained_intron	havana	Gstcd
ENSMUSG00000057691	ENSMUST00000073124	ENSMUSP00000072868	protein_coding	ensembl_havana	Zfp746
ENSMUSG00000057691	ENSMUST00000203890		retained_intron	havana	Zfp746
ENSMUSG00000057691	ENSMUST00000203994		retained_intron	havana	Zfp746
ENSMUSG00000079283	ENSMUST00000195075		retained_intron	havana	2310009B15Rik
ENSMUSG00000079283	ENSMUST00000193374	ENSMUSP00000141565	nonsense_mediated_decay	havana	2310009B15Rik
ENSMUSG00000027963	ENSMUST00000029575	ENSMUSP00000029575	protein_coding	ensembl_havana	Extl2
ENSMUSG00000061825	ENSMUST00000055052	ENSMUSP00000058567	protein_coding	ensembl_havana	Ces2c
ENSMUSG00000061825	ENSMUST00000162970		retained_intron	havana	Ces2c
ENSMUSG00000039968	ENSMUST00000197493		retained_intron	havana	Rsbn1l
ENSMUSG00000039968	ENSMUST00000197089	ENSMUSP00000142461	protein_coding	havana	Rsbn1l
ENSMUSG00000039968	ENSMUST00000036489	ENSMUSP00000039482	protein_coding	ensembl	Rsbn1l
ENSMUSG00000002885	ENSMUST00000002964	ENSMUSP00000002964	protein_coding	ensembl_havana	Adgre5
ENSMUSG00000002885	ENSMUST00000075843	ENSMUSP00000075240	protein_coding	ensembl_havana	Adgre5
ENSMUSG00000038797	ENSMUST00000205361	ENSMUSP00000146233	protein_coding	havana	Zscan2
ENSMUSG00000038797	ENSMUST00000044115	ENSMUSP00000042321	protein_coding	ensembl_havana	Zscan2
ENSMUSG00000036098	ENSMUST00000088013	ENSMUSP00000085329	protein_coding	havana	Myrf
ENSMUSG00000026104	ENSMUST00000186574	ENSMUSP00000140518	protein_coding	havana	Stat1
ENSMUSG00000026104	ENSMUST00000070968	ENSMUSP00000066743	protein_coding	ensembl_havana	Stat1
ENSMUSG00000026104	ENSMUST00000186186		retained_intron	havana	Stat1
ENSMUSG00000026104	ENSMUST00000185743		retained_intron	havana	Stat1
ENSMUSG00000026104	ENSMUST00000189075		retained_intron	havana	Stat1
ENSMUSG00000030895	ENSMUST00000033185	ENSMUSP00000033185	protein_coding	ensembl_havana	Hpx
ENSMUSG00000079436	ENSMUST00000113212	ENSMUSP00000108838	protein_coding	ensembl_havana	Kcnj13
